date,kpi_total_index,kpi_energy_index,cpi_yoy,cpi_energy_yoy,wage_index,wage_yoy,infl_exp_households_1y,price_se3,price_se4,elec_price_avg,elec_price_index,elec_price_yoy,price_plans_total,wage_yoy_lag1,elec_price_yoy_lag1,price_plans_total_lag1,cpi_yoy_target_next
2015-03-01,93.23,92.03,0.1611516974645566,-1.4562587000749527,196.3,2.292860865033885,,,,,,,9.0,2.2964509394572064,,9.0,-0.2354452054794453
2015-04-01,93.22,91.33,-0.2354452054794453,-2.205803619231184,197.1,2.4960998439937487,2.6,,,,,,9.0,2.292860865033885,,9.0,0.0641779869504866
2015-05-01,93.55,90.99,0.0641779869504866,-2.8507367072389544,197.8,2.593360995850613,2.4,,,,,,9.0,2.4960998439937487,,9.0,-0.4376601195559493
2015-06-01,93.27,90.34,-0.4376601195559493,-3.3072888793749367,197.4,2.226825479026417,2.3,,,,,,9.0,2.593360995850613,,9.0,-0.0749705472850026
2015-07-01,93.3,89.64,-0.0749705472850026,-3.623266315449958,197.8,2.275077559462257,2.3,,,,,,9.0,2.226825479026417,,9.0,-0.1715265866209181
2015-08-01,93.12,89.8,-0.1715265866209181,-3.3993115318416534,198.5,2.42518059855521,2.2,,,,,,9.0,2.275077559462257,,9.0,0.064219201541249
2015-09-01,93.49,89.99,0.064219201541249,-3.1636715807597198,198.8,2.4214322514168,2.3,,,,,,9.0,2.42518059855521,,9.0,0.0855798031664578
2015-10-01,93.56,90.04,0.0855798031664578,-2.806563039723653,199.3,2.573340195573848,2.4,,,,,,9.0,2.4214322514168,,9.0,0.0642811227769435
2015-11-01,93.4,90.3,0.0642811227769435,-2.399481193255515,199.7,2.515400410677615,2.3,,,,,,9.0,2.573340195573848,,9.0,0.0534816557920647
2015-12-01,93.54,89.9,0.0534816557920647,-2.6950968719558377,200.1,2.510245901639352,2.3,,,,,,9.0,2.515400410677615,,9.0,0.7566749540590001
2016-01-01,93.21,91.6,0.7566749540590001,-1.0264721772015206,200.6,2.556237218813906,2.2,,,,,,9.0,2.510245901639352,,9.0,0.3756977243452253
2016-02-01,93.51,91.07,0.3756977243452253,-1.2255965292841786,200.7,2.3979591836734704,2.1,,,,,,9.0,2.556237218813906,,9.0,0.8044620830204963
2016-03-01,93.98,91.16,0.8044620830204963,-0.945343909594698,201.2,2.496179317371361,1.9,,,,,,9.0,2.3979591836734704,,9.0,0.7938210684402369
2016-04-01,93.96,90.9,0.7938210684402369,-0.4708201029234526,200.9,1.9279553526128976,1.9,,,,,,9.0,2.496179317371361,,9.0,0.6199893105291343
2016-05-01,94.13,90.9,0.6199893105291343,-0.0989119683481587,201.7,1.9716885743174872,2.0,,,,,,9.0,1.9279553526128976,,9.0,1.0292698616918727
2016-06-01,94.23,91.48,1.0292698616918727,1.2618994908124792,202.4,2.532928064842954,2.3,,,,,,9.0,1.9716885743174872,,9.0,1.0610932475884294
2016-07-01,94.29,91.31,1.0610932475884294,1.8630075858991455,203.1,2.679474216380173,2.0,,,,,,9.0,2.532928064842954,,9.0,1.138316151202745
2016-08-01,94.18,91.44,1.138316151202745,1.826280623608012,203.4,2.468513853904275,2.1,,,,,,9.0,2.679474216380173,,9.0,0.9091881484650788
2016-09-01,94.34,91.6,0.9091881484650788,1.789087676408485,203.7,2.464788732394352,2.3,,,,,,9.0,2.468513853904275,,9.0,1.1757161179991371
