date,kpi_total_index,kpi_energy_index,cpi_yoy,cpi_energy_yoy
2011-10-01,93.3,94.21,2.900628653358317,8.712208631433182
2011-11-01,93.52,95.11,2.8031219083214154,8.759291023441973
2011-12-01,93.7,95.42,2.2814103263835817,7.17735594743345
2012-01-01,92.83,95.7,1.8542901031380232,5.280528052805278
2012-02-01,93.45,96.04,1.9195113970989164,5.076586433260388
2012-03-01,93.71,95.13,1.505632582322347,2.7765773552290263
2012-04-01,93.92,95.22,1.305145076043579,2.6852151407311453
2012-05-01,93.84,94.94,1.033591731266159,1.7141632740518498
2012-06-01,93.61,94.94,1.0143520017265484,1.6923736075407092
2012-07-01,93.24,94.48,0.6694018570503113,0.8755071535340608
2012-08-01,93.34,94.78,0.744738262277389,0.8190618019359608
2012-09-01,93.72,94.02,0.4501607717041889,0.11713342562027496
2012-10-01,93.65,93.58,0.37513397642015,-0.6687188196582095
2012-11-01,93.42,93.49,-0.10692899914456211,-1.703290926295875
2012-12-01,93.66,93.86,-0.042689434365006385,-1.6348773841961872
2013-01-01,92.88,94.52,0.05386189809328812,-1.233019853709516
2013-02-01,93.29,94.23,-0.17121455323702017,-1.884631403581838
2013-03-01,93.67,94.24,-0.04268487888164918,-0.9355618627141848
2013-04-01,93.48,94.27,-0.46848381601362066,-0.9976895610166014
2013-05-01,93.63,93.95,-0.22378516624042,-1.0427638508531678
2013-06-01,93.47,93.51,-0.14955667129580297,-1.506214451232346
2013-07-01,93.34,93.54,0.10725010725012307,-0.9949195596951732
2013-08-01,93.42,93.66,0.08570816370259138,-1.1816838995568735
2013-09-01,93.79,93.98,0.07469056764832782,-0.04254413954476455
2013-10-01,93.59,93.8,-0.06406833956220659,0.2350929685830394
2013-11-01,93.53,93.95,0.11774780560906972,0.4920312332869825
2013-12-01,93.78,93.74,0.12812299807816174,-0.1278499893458407
2014-01-01,92.7,93.82,-0.19379844961239234,-0.7405840033855249
2014-02-01,93.09,93.54,-0.21438525029477962,-0.7322508755173485
2014-03-01,93.08,93.39,-0.6298708231023853,-0.9019524617996599
2014-04-01,93.44,93.39,-0.04278990158322893,-0.9334889148191361
2014-05-01,93.49,93.66,-0.1495247249813092,-0.30867482703565985
2014-06-01,93.68,93.43,0.22467101743874895,-0.08555234734253236
2014-07-01,93.37,93.01,0.03214056138847177,-0.566602522984816
2014-08-01,93.28,92.96,-0.14986084350245843,-0.7473841554559102
2014-09-01,93.43,92.93,-0.38383622987525623,-1.1172589912747388
2014-10-01,93.48,92.64,-0.11753392456459455,-1.236673773987207
2014-11-01,93.34,92.52,-0.20314337645674918,-1.5220862160723825
2014-12-01,93.49,92.39,-0.3092343783322682,-1.440153616385742
2015-01-01,92.51,92.55,-0.20496224379719097,-1.3536559369004442
2015-02-01,93.16,92.2,0.07519604683638992,-1.432542227923883
2015-03-01,93.23,92.03,0.1611516974645566,-1.4562587000749527
2015-04-01,93.22,91.33,-0.23544520547944536,-2.2058036192311836
2015-05-01,93.55,90.99,0.0641779869504866,-2.8507367072389544
2015-06-01,93.27,90.34,-0.4376601195559493,-3.3072888793749367
2015-07-01,93.3,89.64,-0.07497054728500263,-3.623266315449958
2015-08-01,93.12,89.8,-0.17152658662091813,-3.3993115318416534
2015-09-01,93.49,89.99,0.06421920154124905,-3.1636715807597193
2015-10-01,93.56,90.04,0.08557980316645786,-2.806563039723653
2015-11-01,93.4,90.3,0.06428112277694353,-2.399481193255515
2015-12-01,93.54,89.9,0.053481655792064764,-2.6950968719558377
2016-01-01,93.21,91.6,0.7566749540590001,-1.0264721772015206
2016-02-01,93.51,91.07,0.3756977243452253,-1.2255965292841786
2016-03-01,93.98,91.16,0.8044620830204963,-0.945343909594698
2016-04-01,93.96,90.9,0.7938210684402369,-0.47082010292345267
